userName,email,password,phoneNumber,accountNumber,balance,currency,transactionAmount,transactionDate,transactionType,paymentMethodType,cardNumber,cardType,expirationDate,cvv,countryName,cardIssuer
Larry Rodriguez,robertlawson@example.net,&sYhXR1Zr4,+380633906795,GB20RMYV125059936573,7174.64,UAH,3848.98,2025-02-21 02:30:57,transfer,bank_transfer,503876960785,CREDIT,05/26,234,Turks and Caicos Islands,countryName
Hannah Carter,guerreromaria@example.net,LF3UcO7ca$,+380639593877,GB84AZFN083549648994,7001.02,UAH,3361.15,2025-04-03 16:28:02,withdrawal,debit_card,4580702358778745,CREDIT,02/28,315,Mexico,countryName
Danny Riddle,whitakerchristopher@example.net,*c8UwPdcE5,+380955912473,GB14XIRI162881266913,6481.26,USD,1313.93,2025-02-27 16:42:51,withdrawal,debit_card,060467473827,PREPARED,11/25,406,Dominican Republic,countryName
Hannah Miller,kellyshawn@example.net,#^5N4J#ASx,+380936078263,GB58XQLT544462921413,9031.1,USD,2082.38,2025-02-08 17:10:00,withdrawal,debit_card,38345788290737,DEBIT,08/25,436,Myanmar,countryName
Brandon Figueroa,gail36@example.net,KHsn*s&v#2,+380952591153,GB03QYFC470934747489,6028.51,USD,670.07,2025-02-06 12:23:40,withdrawal,debit_card,4447131383498,PREPARED,11/26,423,Andorra,countryName
Anthony Miller,robertward@example.net,6hm51lC5V@,+380938004576,GB18YCVH592542601298,4676.09,UAH,3395.86,2025-03-09 01:08:08,transfer,credit_card,3556200780862833,DEBIT,01/26,581,Dominica,countryName
Jennifer Maddox,darrylwelch@example.org,*)5WqZslv5,+380674200480,GB45YMVD486222035720,8699.4,UAH,1909.17,2025-02-09 02:21:35,deposit,debit_card,6590451130312703,PREPARED,08/28,500,Heard Island and McDonald Islands,countryName
Margaret Moreno,markandrews@example.com,&977XkvW+C,+380661776638,GB33KNSE401665049101,720.73,UAH,3520.01,2025-02-10 00:05:40,transfer,debit_card,4676331533074203,PREPARED,01/29,735,Morocco,countryName
Donald Glover,elliottcarlos@example.net,@3QBDphB%O,+380506531912,GB02ORSU863586823741,6931.65,EUR,1482.93,2025-02-24 04:26:47,withdrawal,credit_card,3594936418510005,CREDIT,05/25,118,Isle of Man,countryName
Jeremy Steele,lgarcia@example.net,)4*PuC2a+9,+380938816300,GB85KIRR888395047146,4062.85,UAH,2712.16,2025-01-27 04:28:47,withdrawal,debit_card,4996152952094,CREDIT,11/26,315,Lesotho,countryName
Brenda Sanders,snyderjennifer@example.net,%8LeuKagxa,+380951935708,GB77SGEU526750915612,1245.81,EUR,3417.3,2025-03-24 23:15:44,transfer,credit_card,3549801138685089,CREDIT,07/26,791,Niger,countryName
Keith Holloway,edwardsjennifer@example.com,$9gY&y_ppK,+380734137933,GB11EMER421704713258,482.6,UAH,1218.91,2025-04-03 08:03:14,deposit,credit_card,3522200401397111,PREPARED,07/27,974,Georgia,countryName
Joseph Kent,salaskeith@example.org,rc9Up%mAI*,+380684623120,GB07OOXT297768876032,1592.51,EUR,3124.55,2025-03-16 07:19:59,withdrawal,bank_transfer,3534019314672345,DEBIT,03/28,893,Eritrea,countryName
Mary Ramirez,ericbest@example.com,$B*Aw1WfxU,+380667929959,GB87VXQE466375532838,6290.65,UAH,262.43,2025-03-23 08:40:36,transfer,debit_card,5567705740607179,PREPARED,04/29,765,Slovenia,countryName
John Benson,hernandezdenise@example.org,&25k@E$m_o,+380962131377,GB82HVKU632348193066,5140.83,UAH,2093.85,2025-02-23 17:03:37,deposit,credit_card,6011700879214715,CREDIT,12/25,451,United States Virgin Islands,countryName
Shawn Murray,aburke@example.org,i$@5FLeH%3,+380688337350,GB17PQGT623078809561,5456.5,USD,792.95,2025-03-06 16:31:45,deposit,debit_card,6555750541012676,CREDIT,09/25,988,Lebanon,countryName
Michael Coleman,leslie66@example.org,&v9bF&qb$E,+380963813396,GB61MMEV741448149748,6203.91,UAH,2870.69,2025-01-09 00:56:40,deposit,bank_transfer,346575703994396,PREPARED,10/28,175,Lebanon,countryName
Amber Lewis,robert03@example.net,)YMQgye_2l,+380933846643,GB37DPXG474749780595,1945.94,UAH,20.02,2025-03-12 21:41:17,deposit,debit_card,346898473837425,PREPARED,06/26,449,Mongolia,countryName
Mrs. Andrea Johnson PhD,kingdeborah@example.com,J_5ZuXzjJF,+380734525496,GB11PQND780971841267,3576.04,UAH,738.8,2025-03-07 09:19:58,deposit,bank_transfer,2706912220820418,PREPARED,06/28,358,Norfolk Island,countryName
Rebecca Scott,hannah15@example.com,i(J%4HMs!Z,+380668031272,GB48GMQJ746243569680,7253.25,USD,2090.48,2025-03-08 07:21:42,transfer,debit_card,4348484348478230,PREPARED,05/28,875,Croatia,countryName
Jessica Rocha,banderson@example.com,mG^7cWhrA!,+380504061362,GB79AAAJ756586645492,9088.86,UAH,1942.4,2025-02-18 16:47:01,transfer,bank_transfer,5564832686235303,PREPARED,08/28,634,Burundi,countryName
Shannon Hanson,ryan37@example.com,151GwMNO+),+380503302049,GB34UXCK244192705388,3439.96,USD,635.22,2025-03-26 00:26:56,deposit,credit_card,213151898440528,CREDIT,09/28,858,British Indian Ocean Territory (Chagos Archipelago),countryName
Anthony Hernandez,warrenwilliam@example.org,R0^QP!Hz+R,+380966249704,GB44NWRD360589473194,1940.62,UAH,4922.41,2025-01-26 18:05:09,transfer,credit_card,180011712019610,PREPARED,06/27,204,Seychelles,countryName
Benjamin Cox,elizabethzamora@example.com,30Oi22rT%c,+380987803946,GB12KPVG928062730418,7207.45,EUR,3837.67,2025-01-26 21:09:16,withdrawal,debit_card,4654691559918260,PREPARED,11/26,801,Guam,countryName
Sarah Cooper,mike98@example.org,%5vCg!Y!&k,+380669064543,GB26DDSZ363958083267,5908.84,EUR,4811.48,2025-01-27 03:37:40,withdrawal,credit_card,30184075151262,CREDIT,01/26,787,Cayman Islands,countryName
Linda Lopez,baileyjennifer@example.org,fS$2mMKa)2,+380981167692,GB18VTXL638284842741,3072.32,USD,3957.2,2025-01-23 01:02:23,transfer,debit_card,30562348254007,CREDIT,12/26,977,Georgia,countryName
Teresa Gomez,justinpage@example.net,N46Ipi+d&(,+380966153306,GB48VDTI831571550661,7501.04,UAH,1207.95,2025-03-13 15:06:06,withdrawal,bank_transfer,3506248957284100,CREDIT,12/25,289,Afghanistan,countryName
Brent Franklin,leah80@example.com,V7KdiHW9^V,+380966276622,GB39EEYH372283781530,8060.61,USD,2835.52,2025-02-23 12:23:11,transfer,debit_card,6531860252034733,PREPARED,08/27,781,Isle of Man,countryName
Sarah Nolan,roy91@example.net,+#8sAmDtHu,+380951304411,GB39QMIC969675739989,9516.48,USD,4615.68,2025-02-14 18:41:22,transfer,bank_transfer,3522610982822354,CREDIT,04/28,338,Saint Kitts and Nevis,countryName
Patricia Love,rramirez@example.net,!8JVjMcA)q,+380939084081,GB77NVKJ390690388220,4996.59,EUR,2257.32,2025-03-05 00:56:03,withdrawal,credit_card,342795417123595,PREPARED,10/28,108,Mauritania,countryName
Benjamin Murphy,kelleysteven@example.org,*P1nWZkD%^,+380994455049,GB76CCZM264696790863,6126.68,UAH,1624.75,2025-03-19 02:13:40,deposit,debit_card,3516602366489254,DEBIT,12/27,160,Trinidad and Tobago,countryName
Julie Ponce,williamsonkimberly@example.com,Ip3Jxz&e!c,+380633187966,GB61HVEW362649973223,9871.0,USD,4991.59,2025-03-12 10:33:19,deposit,credit_card,4957455193906779285,DEBIT,08/25,234,Guam,countryName
Jeffrey Brown,munozbrian@example.com,I4v5VsGK^R,+380951575105,GB38GZOV740079781373,5542.26,USD,499.01,2025-01-26 05:30:42,deposit,debit_card,180044364495267,CREDIT,06/28,889,Morocco,countryName
Melissa Harris,sherry51@example.com,Jw5HxSjU)F,+380509832662,GB14YGMU416496250838,6910.71,UAH,3016.67,2025-03-24 01:41:27,transfer,bank_transfer,180093111119712,CREDIT,09/25,370,Kazakhstan,countryName
Nicole Pearson,hannah77@example.org,EBs3CN#a7@,+380933872765,GB33LMAP698505131472,5732.51,UAH,2311.64,2025-02-27 14:59:55,withdrawal,bank_transfer,675918160069,DEBIT,01/26,176,Tanzania,countryName
Joe Morgan,clinetara@example.org,#G0W$m)w4Z,+380935946757,GB42TGIF390660294735,4552.52,EUR,3651.72,2025-03-19 20:14:11,transfer,credit_card,676183895082,DEBIT,08/26,409,Niger,countryName
Jennifer Avila,colecaleb@example.org,r6yvMXhl_7,+380936593811,GB18DIQJ975735402087,5026.09,USD,1752.86,2025-02-07 08:15:30,withdrawal,credit_card,180056113059590,CREDIT,08/27,664,South Georgia and the South Sandwich Islands,countryName
Valerie Rodriguez,robertarroyo@example.net,u%YB)rwj_1,+380956499595,GB62FIVB857996304191,3959.44,USD,3930.81,2025-02-22 23:47:59,withdrawal,bank_transfer,4324060590650,PREPARED,01/27,917,North Macedonia,countryName
Amber Woods,ronaldbyrd@example.com,^2Pw)qJr3d,+380686322683,GB53AZIW778633994286,294.94,USD,2622.61,2025-03-26 12:51:41,withdrawal,debit_card,4388504042776,DEBIT,09/27,915,Namibia,countryName
Amanda Pacheco,richardsonjennifer@example.org,DHTviG*!)4,+380932361077,GB50RNDQ482749324868,8489.91,UAH,2159.95,2025-02-01 20:01:26,transfer,bank_transfer,4469076440950,PREPARED,12/27,712,Azerbaijan,countryName
Alexandra Nolan,claytonwilliam@example.net,2DpF5n7c_y,+380964644318,GB08XDWG708746336560,3819.58,EUR,1023.76,2025-03-30 09:35:44,deposit,bank_transfer,379481197143493,DEBIT,06/25,705,Turkey,countryName
Joseph White,uellison@example.com,C+4%G(ub3X,+380967218477,GB09ZBHF389788589395,1213.27,EUR,678.18,2025-03-17 15:44:08,deposit,credit_card,560261112711,PREPARED,09/27,200,South Africa,countryName
Angela Huffman,megan74@example.com,!f8Oqml&!7,+380667660855,GB73PGVX478450242280,8427.03,USD,122.08,2025-01-31 04:54:55,withdrawal,bank_transfer,346398695603333,PREPARED,10/26,791,Armenia,countryName
Victor Mendez,michaelmoon@example.net,85(9WKZk*C,+380733864279,GB91FBAD118422970510,5418.26,UAH,2124.42,2025-03-16 13:15:58,withdrawal,credit_card,3506914578173010,PREPARED,09/28,952,Jamaica,countryName
Suzanne Roberts,marshalllaurie@example.net,^*14(DEa6#,+380975044326,GB97ENMW203253990454,1154.65,UAH,1811.13,2025-01-08 15:46:55,transfer,credit_card,3564263763861644,PREPARED,01/29,470,French Polynesia,countryName
Walter Elliott,ajohnson@example.org,#5#Yg_dkKL,+380508323330,GB72CDKH929918171790,7732.65,EUR,4071.3,2025-02-01 01:59:49,withdrawal,debit_card,3500593477719028,DEBIT,12/27,101,Nepal,countryName
Christina Espinoza,upayne@example.net,p4Fp(w%b&M,+380661125412,GB19KUGN272753707867,2366.84,UAH,4323.4,2025-03-17 07:34:22,withdrawal,credit_card,180012026493772,PREPARED,11/26,549,Martinique,countryName
Julie Stuart,kellyroberts@example.org,lFs%RYif@7,+380957945675,GB65LLFG836486427347,8307.27,UAH,3866.41,2025-02-08 12:47:52,deposit,bank_transfer,3520440992090541,CREDIT,07/28,122,Greenland,countryName
Julia Johnson DDS,desireewilkins@example.com,34A3wU$u#V,+380669726459,GB61RFXH490694544508,5069.19,EUR,4124.07,2025-03-01 06:37:02,deposit,credit_card,3572739937714645,DEBIT,01/28,803,Turks and Caicos Islands,countryName
Corey Ward,fitzgeraldvincent@example.com,&wD9Fr6MnX,+380681249329,GB82UXWO240567733340,3340.06,EUR,2853.78,2025-02-15 10:54:24,deposit,bank_transfer,4251062127093217,CREDIT,04/25,556,Switzerland,countryName
Jessica Richard,danielalexander@example.net,^7YM2rYrBx,+380997227966,GB67KCJC771991037270,768.67,UAH,529.46,2025-04-02 14:29:26,withdrawal,bank_transfer,4633810630990,CREDIT,08/26,116,Japan,countryName
Tommy Molina,reedrandy@example.org,+JkjD)s_e8,+380687618514,GB26RPNN883026260594,7965.17,UAH,1732.85,2025-01-01 10:56:47,transfer,credit_card,379328708968886,PREPARED,09/27,580,Tonga,countryName
Jesse Lee,jenniferriley@example.org,%(ChtX4nT2,+380674985952,GB19JDKI132094078421,6854.58,UAH,4417.7,2025-02-16 21:11:47,withdrawal,bank_transfer,3560935081809991,CREDIT,04/28,386,Greenland,countryName
Natalie Vasquez,rebeccaswanson@example.net,e^&L21YqqZ,+380673439976,GB94XYLS598006326653,2139.69,EUR,723.96,2025-01-09 01:54:29,withdrawal,debit_card,6588138718645273,PREPARED,02/29,461,United States of America,countryName
Mary Mendez,roy20@example.org,HRcN58l3Y+,+380978656439,GB54EEBD947000732102,9680.37,EUR,3462.05,2025-03-12 15:15:02,deposit,debit_card,5463591589359543,CREDIT,09/27,715,Tunisia,countryName
Kim May,amartinez@example.org,)oGk(^^wW2,+380664840182,GB51VRLV641775319748,6900.97,USD,3973.28,2025-01-13 02:04:31,withdrawal,bank_transfer,4751271529725988,PREPARED,01/29,469,Eritrea,countryName
James Green,dthompson@example.com,K4oQ^e3F_r,+380951891452,GB63SXVH979530299346,2671.19,UAH,1007.04,2025-01-14 07:48:25,withdrawal,credit_card,4632692332113,DEBIT,04/27,674,Martinique,countryName
Amanda Blankenship,sarah58@example.com,YCkMj^Ba@3,+380637521377,GB44XQIP471023394872,619.28,EUR,3364.21,2025-02-19 21:12:33,withdrawal,credit_card,503881568664,PREPARED,06/28,496,Bangladesh,countryName
John Henson,erinalvarado@example.com,@eP7IEzr%P,+380993155964,GB14MXSN151688084099,1925.85,EUR,3964.06,2025-02-02 08:20:16,deposit,credit_card,30243157019001,CREDIT,03/27,225,Guatemala,countryName
Tonya Jones,trevorbradley@example.com,cGU*i^fp_0,+380507666707,GB40VPZX164700991778,7407.38,USD,1195.61,2025-01-23 09:25:59,withdrawal,debit_card,676327251408,DEBIT,09/26,984,Guatemala,countryName
Thomas Harrison,klevy@example.org,jP^7jrXv$h,+380966675208,GB45WDNP167803282801,6469.46,EUR,4835.2,2025-02-15 22:34:45,deposit,credit_card,180014625589737,DEBIT,05/25,292,Cocos (Keeling) Islands,countryName
Danielle Evans,david41@example.org,+6O%+dfl(t,+380664374771,GB22OGEV362028478136,9590.1,USD,4502.41,2025-03-07 10:58:57,transfer,bank_transfer,3527305602963333,DEBIT,11/25,819,Wallis and Futuna,countryName
Michelle Elliott,emanning@example.com,&g2jZkAxhL,+380668334635,GB84KAUE102453559696,2163.8,UAH,930.19,2025-04-01 17:32:08,transfer,debit_card,5487026634941237,CREDIT,06/26,663,Turks and Caicos Islands,countryName
Lauren Barker,pmartin@example.com,#4I0iLej&%,+380981540439,GB43DKGH661550050882,7234.19,USD,321.89,2025-01-13 03:28:43,deposit,debit_card,3566558569466672,PREPARED,01/27,175,Ecuador,countryName
Jenna Rogers,brittany33@example.com,9&60mEj+(R,+380674332183,GB98ZQNW621651139972,5629.56,UAH,4254.91,2025-01-26 21:47:31,deposit,debit_card,30006711329145,DEBIT,09/27,844,Gabon,countryName
Christina Kirk,angelaalexander@example.net,4nJAeCZG*V,+380953052669,GB04VOUC769021546305,5556.28,USD,4192.42,2025-03-21 05:33:29,transfer,bank_transfer,30332413128282,CREDIT,11/26,127,Croatia,countryName
William Chen,emann@example.com,4&_M3APd_S,+380969175103,GB55ZQNM742026816985,3108.63,USD,2145.12,2025-01-30 00:21:01,withdrawal,credit_card,3584941366934878,DEBIT,04/25,718,Mozambique,countryName
Ashley Perry,jamesdavis@example.net,75iGAJkt)b,+380684944810,GB55GYUX366917541113,1240.05,UAH,315.97,2025-03-02 17:16:02,transfer,debit_card,3504261094249938,CREDIT,08/26,310,Samoa,countryName
Steven Molina,karenbradley@example.net,44LuwnvT_k,+380931079945,GB86RWNT207472045385,3949.83,USD,4184.75,2025-01-16 17:27:52,transfer,credit_card,585173846528,DEBIT,07/25,398,Bahamas,countryName
Terry Fleming,hjackson@example.org,!X8SFPixaN,+380674898779,GB42RZJM244626107469,5082.79,USD,4301.9,2025-01-25 06:27:02,transfer,credit_card,4918701837750427,DEBIT,04/25,350,Qatar,countryName
Brooke Olson,morrisonmiranda@example.net,91_v8Mhk$j,+380664323434,GB03KDZS880698520670,361.22,USD,2133.83,2025-03-12 07:10:02,deposit,debit_card,6011606279090185,CREDIT,01/29,394,Ethiopia,countryName
Rebecca Morgan,taylor21@example.org,)2y%KyP1dq,+380973825730,GB62FXKG145861729071,8465.97,USD,1450.94,2025-02-26 03:24:36,withdrawal,credit_card,30245194993502,CREDIT,04/28,875,Tonga,countryName
Zachary Crawford,michelebeck@example.org,04MhWwvN@),+380631711823,GB30RXDP705044296881,9614.23,EUR,1574.85,2025-01-15 16:20:06,transfer,debit_card,4213802842109708,DEBIT,04/27,811,Nicaragua,countryName
Amanda Hartman,riveramatthew@example.net,!5^NSrygpX,+380687569712,GB33SZGD113721427854,3892.41,UAH,1471.14,2025-01-20 16:30:51,deposit,bank_transfer,213101975875906,PREPARED,10/25,941,Niger,countryName
Anthony Castillo,isaac83@example.com,8D$YBi*y^3,+380505381785,GB61OIMQ649585415689,2720.75,USD,585.3,2025-03-28 14:17:51,transfer,bank_transfer,3542813808822329,CREDIT,12/28,364,Lithuania,countryName
Alexis Stewart,piercerebecca@example.org,%30Ipwd5J1,+380683863691,GB65YCDC413269516052,3390.08,UAH,1803.47,2025-02-27 03:14:28,deposit,bank_transfer,3507713840934269,PREPARED,11/26,445,Martinique,countryName
Amanda Freeman,jamieburke@example.net,&gCAuKYG5W,+380975541973,GB27RPMJ329786622630,7904.48,EUR,464.77,2025-02-03 15:52:59,withdrawal,debit_card,180076733760062,CREDIT,09/26,243,Suriname,countryName
Dorothy Harmon,phillip56@example.net,l2E$uIf&)4,+380989982661,GB78DRVU334654067842,1991.98,USD,1517.3,2025-03-05 23:33:33,transfer,credit_card,3598427650021352,PREPARED,05/27,898,Nepal,countryName
Kim Johnson,beckycox@example.org,68o4cBjc@4,+380668357174,GB17KPKC137478859647,5807.84,EUR,3760.49,2025-03-02 20:48:29,deposit,bank_transfer,3558477350781555,PREPARED,12/28,511,South Africa,countryName
William Harper,dvaughn@example.com,BJ4+4Hks(+,+380994720811,GB20MLVO790523755058,7945.7,USD,2752.83,2025-01-21 06:32:00,deposit,bank_transfer,2518102191140073,PREPARED,09/26,236,Sweden,countryName
Michael Miller,jeffery28@example.org,^DHA)NhvO0,+380961425226,GB75CMXG445904047568,7292.68,USD,2042.37,2025-01-10 01:11:47,deposit,bank_transfer,180051600598408,CREDIT,07/25,506,Belarus,countryName
Elizabeth Green,joshua16@example.org,)8&JQsFe7O,+380934390772,GB06DQEU743044505693,5119.52,EUR,358.55,2025-03-15 23:52:31,deposit,credit_card,4758565977690,CREDIT,08/27,461,Bolivia,countryName
Allison Carpenter,mikaylahaas@example.org,+s)Fb7!j02,+380936576258,GB55FKDV428774929420,2996.53,EUR,2361.37,2025-04-03 09:58:20,deposit,bank_transfer,4528571738166,CREDIT,09/28,196,Guam,countryName
Monique Rivera,ggraves@example.net,c2ORRkyj$x,+380974306051,GB41OUYB033615153067,4183.64,USD,1145.52,2025-02-27 19:37:24,withdrawal,bank_transfer,213171053175305,DEBIT,11/27,142,Norfolk Island,countryName
Amanda Brown,nicolesosa@example.com,o1ABjO)U@W,+380956706548,GB38NHRY041337869638,6892.46,USD,2037.19,2025-02-28 17:39:31,deposit,bank_transfer,3539525652473588,PREPARED,12/27,801,Cook Islands,countryName
John Cunningham,roberthall@example.net,7$y5YOv++I,+380986065719,GB06WADK241655507522,9514.28,UAH,1976.49,2025-01-10 17:17:34,deposit,debit_card,4407132505252777,PREPARED,11/28,496,Namibia,countryName
Brandy Chang,michele16@example.org,9cJFAVZs^B,+380734066271,GB31SIEF813543913865,6756.85,EUR,2109.57,2025-01-28 07:07:32,deposit,bank_transfer,2701722502653824,PREPARED,03/28,219,Taiwan,countryName
Taylor Johnson,brewernicholas@example.org,#E0QMJrjb*,+380981535805,GB59LBEN771557914063,1339.77,EUR,3518.37,2025-01-12 10:01:24,transfer,credit_card,4648385674236208,DEBIT,11/26,693,Antigua and Barbuda,countryName
Nathaniel Webb,emilyhill@example.net,YZEgtuQf^7,+380935851936,GB21CBRS402086081981,701.23,EUR,797.45,2025-03-02 10:11:51,deposit,debit_card,2239715541166510,CREDIT,05/28,901,Australia,countryName
Steven Clay,stephanie18@example.net,t74oBQTw$d,+380987775226,GB81EOHK579467090085,7526.07,UAH,595.97,2025-02-23 11:06:00,withdrawal,credit_card,4626718063180544,CREDIT,10/27,170,Iceland,countryName
Julia Bautista,wigginsrachel@example.com,^@Fu6No4c5,+380965258255,GB19BYJD288316163421,4540.65,EUR,3246.86,2025-02-26 06:57:00,transfer,bank_transfer,5441857283524279,CREDIT,02/29,816,Thailand,countryName
Joseph Harvey,xmiller@example.com,43ATEx1n_G,+380663467060,GB17KGIE794403211968,3120.18,EUR,3494.28,2025-01-12 23:14:43,deposit,bank_transfer,3596543119182221,DEBIT,08/26,646,Anguilla,countryName
James Walker,rachelvargas@example.org,JQG7fXl(@2,+380678649774,GB76HKXO959196478266,886.0,UAH,2365.8,2025-02-05 14:38:03,withdrawal,credit_card,180076344826799,DEBIT,06/28,142,Jersey,countryName
Natasha Rivas,rachel94@example.net,*W3Q5FIlLm,+380739979230,GB54FWHG346253775386,3413.66,USD,3108.78,2025-02-09 13:19:59,transfer,credit_card,213156307249998,PREPARED,12/28,999,Bolivia,countryName
Patrick Christian,josejohnson@example.net,+4poVqWP14,+380974536648,GB13FIFN929366369396,7304.09,UAH,3672.15,2025-02-04 02:22:39,withdrawal,bank_transfer,676280623080,CREDIT,02/28,635,Trinidad and Tobago,countryName
Laurie Simmons,mary94@example.org,21+gQvgP#y,+380677524488,GB35XQZQ160632317555,4568.24,USD,3321.03,2025-02-15 21:53:05,deposit,debit_card,675967632521,PREPARED,05/26,135,United States Minor Outlying Islands,countryName
Tanya Wilson,thomas45@example.com,)g&!6EHdro,+380938657390,GB21HGXT564020038938,6987.91,EUR,793.92,2025-02-18 13:53:23,deposit,credit_card,4452718335887,DEBIT,01/27,896,Tonga,countryName
Heather Sanders,hudsonsteven@example.org,)72KAKLy76,+380936977863,GB36NVIN045683673521,4056.72,USD,1313.56,2025-01-07 13:28:48,transfer,debit_card,4991145342420,CREDIT,04/25,787,Guinea-Bissau,countryName
Kenneth Brown,kaylasimpson@example.org,!09GZrBmep,+380738804250,GB41FHFC669599432331,2120.97,EUR,4124.9,2025-03-17 13:25:00,transfer,bank_transfer,4248636015156032,PREPARED,06/27,671,Cyprus,countryName
Jeffrey Ortega,maria24@example.net,F&u9i4PgFQ,+380732831074,GB21IXHG429939902926,1410.84,USD,2446.59,2025-03-22 22:11:54,transfer,debit_card,6517035659446917,PREPARED,10/28,784,Iceland,countryName
Michael Haynes,robertfuller@example.org,)L2yoFxh@^,+380973155524,GB20AURA629812425805,2120.87,USD,1226.07,2025-03-18 05:49:06,transfer,debit_card,4770594515425611,CREDIT,09/28,192,Ethiopia,countryName
Cheryl Callahan,nelsonian@example.com,m^4rVGp@jw,+380663264728,GB56VUSR016409678987,3141.56,USD,1715.25,2025-03-25 04:40:56,deposit,debit_card,502051578719,CREDIT,02/26,144,Martinique,countryName
Elijah White Jr.,xmurphy@example.com,5vRYQ(r+!7,+380662647261,GB75AKAD098626412872,5618.6,EUR,1690.67,2025-01-04 22:00:28,deposit,credit_card,4879441541525461,CREDIT,10/28,657,Antarctica (the territory South of 60 deg S),countryName
Yolanda Johnson,nicholas48@example.org,(iL#8Fej)n,+380961257039,GB94WGYS262936167714,5880.23,UAH,710.52,2025-02-17 03:48:07,deposit,debit_card,4585235794670,DEBIT,12/27,152,Saint Vincent and the Grenadines,countryName
Judy Buck,erik90@example.org,)FR%AiTl_5,+380636319527,GB44LEBN889489654555,3253.57,USD,1485.85,2025-01-06 20:31:29,deposit,debit_card,4455545353371566,CREDIT,02/26,854,Benin,countryName
Tiffany Hill,michael14@example.org,@Cm6X*bMq$,+380689075368,GB87BZKJ826595690983,3281.77,EUR,4034.94,2025-02-03 01:31:51,withdrawal,credit_card,503812614132,PREPARED,09/26,362,Bahamas,countryName
Willie Moore,cheyenne20@example.com,D#47kZZk%@,+380979797896,GB37WXHH897920066878,5665.03,USD,3097.66,2025-01-18 01:13:47,deposit,debit_card,3511436142214321,PREPARED,12/26,465,Lesotho,countryName
Danielle Lucero,gina29@example.org,488d3OQf$Q,+380735511356,GB02XZHV894405464432,7595.44,EUR,1232.72,2025-01-11 11:27:41,deposit,debit_card,349596282680807,DEBIT,04/26,920,Serbia,countryName
Michael Schwartz,michael49@example.org,#0oQAbrlCm,+380674638739,GB52SKOU088622056919,5002.29,UAH,1717.26,2025-02-25 13:30:58,withdrawal,credit_card,3574055069407173,DEBIT,01/26,783,Peru,countryName
Paul Murray,taylormorgan@example.org,)DQt59Ix9),+380937664114,GB06SIJX956584963135,9607.83,USD,1593.05,2025-03-06 11:15:42,transfer,debit_card,3542634391315947,DEBIT,01/29,247,Gambia,countryName
Mrs. Hannah Gonzalez,masseycynthia@example.com,gSJ7d#Wc#(,+380662845356,GB15WBWQ147985147056,3408.33,UAH,4769.56,2025-03-02 22:55:16,deposit,debit_card,3581616877642680,PREPARED,07/26,863,Belize,countryName
Gabriella Wolfe,knightjoe@example.net,7cENKby_@B,+380681895177,GB68PZVE457620444308,1041.9,EUR,1968.53,2025-02-24 09:34:23,deposit,bank_transfer,3563007303594509,CREDIT,10/27,520,Liechtenstein,countryName
Wendy Brown,evelynclark@example.com,6XD32sdJ#Y,+380666538253,GB08GQGD747211867802,5470.79,EUR,3008.15,2025-01-19 00:10:38,deposit,credit_card,180097710738749,DEBIT,12/27,298,Timor-Leste,countryName
Timothy Smith,amber17@example.org,$70qBYtNO),+380957349334,GB33VGCC654305584428,4179.67,EUR,1295.26,2025-01-09 15:07:32,deposit,bank_transfer,4372474499950533406,CREDIT,07/27,105,Finland,countryName
Kimberly Warren,mallory53@example.org,@6AABajtby,+380976878942,GB77MWZN524115981582,3293.24,USD,3695.79,2025-01-13 21:43:51,withdrawal,debit_card,3573737187587439,PREPARED,07/27,729,Guam,countryName
Jeffery Larsen,benitezgary@example.org,G8D_QzWa(B,+380962830728,GB25GJOW209755143104,5441.03,UAH,3528.81,2025-01-19 21:40:53,transfer,debit_card,4293197252304,PREPARED,08/27,211,Ireland,countryName
Sheri Carney,suttondenise@example.org,oFE@3cKjRt,+380735180478,GB93CBIT014576222642,6339.16,USD,1662.24,2025-01-14 03:46:53,deposit,credit_card,372313808556374,CREDIT,05/25,183,Turks and Caicos Islands,countryName
Antonio Torres,umartin@example.org,&hRFo$k6G7,+380689614059,GB10VZOK088499655824,2844.41,UAH,3966.53,2025-01-04 02:44:43,transfer,debit_card,4578327897063,CREDIT,07/25,711,Puerto Rico,countryName
Bonnie Hill,williamsandrew@example.com,H#4RH*oT$%,+380932533578,GB60DUSN316379621580,8695.4,USD,3017.13,2025-01-07 15:36:23,transfer,credit_card,4190866570193819,DEBIT,12/25,568,Cape Verde,countryName
Andrea Rodriguez,alexanderpena@example.org,*xpV9tCTA1,+380689051618,GB19DVMY379087394055,7895.45,UAH,3143.49,2025-02-02 21:01:15,transfer,debit_card,4542187254767430445,PREPARED,11/27,249,Fiji,countryName
Marcus Carroll,sandovalelizabeth@example.com,DhOS3GFT@*,+380997412168,GB79TJFO786445100487,8046.53,EUR,1460.09,2025-04-03 01:23:05,deposit,bank_transfer,30124581539519,PREPARED,10/25,422,Tunisia,countryName
Ronnie Sanders,millerdebra@example.com,w4GIz1Xc#i,+380961360345,GB32DQXW488004879818,2724.37,EUR,608.07,2025-01-05 07:21:48,deposit,bank_transfer,4819537947036358201,PREPARED,12/25,164,Christmas Island,countryName
