userName,email,password,phoneNumber,accountNumber,balance,currency,transactionAmount,transactionDate,transactionType,paymentMethodType,cardNumber,cardType,expirationDate,cvv,countryName,cardIssuer
Zachary Gibson,ohanson@example.net,d4Ctl!uH(h,+380985535751,GB70OAAQ842582990384,4941.03,UAH,1326.36,2025-02-19 15:09:14,deposit,bank_transfer,30480328582422,PREPARED,05/25,790,Benin,countryName
Kristin Scott,olsonthomas@example.net,RRGqPgfH(9,+380934154070,GB35THVA741226666498,2834.81,USD,1125.3,2025-03-10 18:32:13,transfer,debit_card,4488060723869498,CREDIT,03/27,388,Netherlands,countryName
Shane Martin,robertowilson@example.net,yN%2DETdZD,+380998782748,GB50DMEE252076451157,821.3,EUR,3112.91,2025-02-14 05:09:52,withdrawal,bank_transfer,2710577623423013,CREDIT,06/27,791,Honduras,countryName
Amanda Joseph,johnsonsandra@example.org,Yhk7RHwl&Y,+380969180522,GB68TLRO926486118351,9844.59,UAH,4457.05,2025-02-19 10:06:15,deposit,bank_transfer,4102848117106816,DEBIT,02/27,635,Iceland,countryName
Tyrone Wilcox,robert62@example.org,kY0K$Khf##,+380964368458,GB88VXLW691944370289,3879.66,EUR,70.87,2025-04-09 18:58:36,transfer,bank_transfer,4576749987407226,PREPARED,04/25,617,Kuwait,countryName
Lauren Porter,valerie05@example.com,)rTZ$G^B2c,+380735542093,GB97WVBQ377291179599,3833.82,UAH,3075.38,2025-04-05 12:19:17,withdrawal,credit_card,6599118155699626,PREPARED,07/27,838,Bhutan,countryName
James Long,moralesstephanie@example.org,X_7OTV3pGZ,+380639443858,GB74YRVY516631870614,2074.87,EUR,1577.69,2025-01-05 09:25:00,withdrawal,debit_card,4537764212661560,CREDIT,05/26,857,Chad,countryName
Mark Perez,thoffman@example.org,@JYnlj1o$1,+380739454909,GB46HJHM443055365358,7588.83,EUR,2757.15,2025-04-01 13:35:16,transfer,debit_card,630443653906,CREDIT,03/29,751,Papua New Guinea,countryName
Kyle Wells,xhall@example.com,*ViQeDU3s1,+380731888616,GB60MIUT686842040568,3162.56,UAH,4611.53,2025-01-09 08:46:04,withdrawal,debit_card,6011203636228870,PREPARED,04/29,872,Guernsey,countryName
Isaac Hardin,timothy53@example.com,Vd9BIU(q)S,+380677036191,GB96PTHA050518065489,5576.63,EUR,1354.8,2025-01-07 20:02:13,transfer,debit_card,30270654431975,CREDIT,10/25,209,Sri Lanka,countryName
Dale Reyes,jeffrey41@example.net,w0U#wozX!L,+380962579278,GB15ZGKI283332929986,7302.11,USD,582.87,2025-02-06 15:11:20,transfer,credit_card,4826953185778,CREDIT,03/29,207,Chad,countryName
Sergio Glover,sarahwarren@example.net,AJ5UTHlh(B,+380953351110,GB56OPWL652760155240,264.81,EUR,1698.35,2025-02-11 03:22:12,withdrawal,debit_card,4945856198599032,CREDIT,11/25,847,Niger,countryName
Wesley Castillo,kristina09@example.com,^%8+BitQ#8,+380503424137,GB47QJEW281652613898,3456.43,USD,3780.1,2025-03-28 05:18:56,deposit,credit_card,6011744545690486,PREPARED,12/27,882,Philippines,countryName
Carolyn Bray,amandabrooks@example.org,Vw8qJ0Wg+%,+380989683331,GB57LSIL343399446837,3720.43,USD,784.15,2025-02-26 15:21:00,transfer,debit_card,4510547376919566354,PREPARED,10/28,559,Slovenia,countryName
Katherine Hernandez,hillchelsea@example.com,^Ms)7Cnc&5,+380501059405,GB83CRSS603527439953,1802.5,EUR,1421.66,2025-01-31 09:57:14,transfer,bank_transfer,4368577337093304703,PREPARED,10/25,795,Falkland Islands (Malvinas),countryName
Reginald Moore,darrellfranklin@example.org,XU^9nI8jkX,+380685492088,GB83VAPZ572706533259,5366.1,UAH,372.21,2025-03-14 09:31:14,deposit,debit_card,4251982135273610,CREDIT,03/28,994,Sao Tome and Principe,countryName
Garrett Haynes,zthomas@example.net,qG^9VrUv0U,+380502727645,GB45LQCM230275161186,4664.41,USD,915.28,2025-02-05 17:53:12,deposit,bank_transfer,348325665058345,PREPARED,10/28,397,Saint Lucia,countryName
Andrew Singh,cassandra86@example.net,TM2UKVhb)W,+380936364381,GB07AROU057180542091,5638.53,UAH,4758.61,2025-03-22 19:27:51,deposit,bank_transfer,3539887656541558,CREDIT,06/25,855,Paraguay,countryName
Tiffany Williams,maryjones@example.com,kGEZ3CKs&5,+380934725682,GB88LIEE719012565933,1068.68,EUR,4891.18,2025-03-03 15:13:25,deposit,bank_transfer,4696523907665857,CREDIT,03/29,266,Botswana,countryName
Christopher Kelly,jeffrey86@example.net,$Sh(QNTjB1,+380989397586,GB31UJOY201520364621,7574.82,UAH,300.86,2025-01-20 05:57:43,withdrawal,credit_card,3506155545744364,CREDIT,10/28,120,Micronesia,countryName
Ian Frost,pamelacarrillo@example.org,N2SEo6bJ@@,+380954435467,GB44HTMQ283437138880,3446.47,EUR,3000.57,2025-01-24 17:45:45,withdrawal,debit_card,5576799707054060,PREPARED,10/25,304,Holy See (Vatican City State),countryName
Ricardo Johnson,matthewjohnson@example.com,G%y%F6TxF_,+380932193566,GB71DVLE691576614819,1503.66,USD,3190.4,2025-02-04 06:07:10,withdrawal,bank_transfer,3562330976309125,PREPARED,10/25,407,Malta,countryName
Laura Willis,george67@example.org,+L8OoZPvMe,+380505136875,GB57GAIK230010432178,3051.86,EUR,3731.0,2025-01-30 06:10:21,withdrawal,debit_card,4693299311672473,CREDIT,01/28,903,Congo,countryName
Travis Gonzales,xayala@example.com,KcDZdzvP)7,+380663151097,GB23CHFO164073154694,2817.91,USD,3793.44,2025-01-26 13:25:32,withdrawal,credit_card,6011240446844504,PREPARED,05/28,769,Cayman Islands,countryName
William Hess,matthewcarter@example.net,w8k21Z69%u,+380739911708,GB84FKIY811695457325,2848.28,EUR,1467.43,2025-03-11 03:38:53,transfer,bank_transfer,3539593851205474,PREPARED,12/25,537,Panama,countryName
Amber Holt,daviddawson@example.net,H_um1DKvx5,+380959611602,GB96TRAT553306559136,9895.83,EUR,4882.21,2025-02-15 00:15:44,transfer,bank_transfer,342282618914346,PREPARED,02/27,673,Turkey,countryName
Crystal Figueroa,kristina17@example.org,%7HOrEkEz!,+380972220114,GB80PMLG249947818131,7267.28,EUR,2777.6,2025-02-26 16:56:46,deposit,bank_transfer,4265865551134,DEBIT,02/29,140,Norway,countryName
Katherine Hancock,xchase@example.com,^^15Fwb8^C,+380951540258,GB54MKZW929450604694,699.73,UAH,3878.01,2025-02-11 21:15:56,transfer,debit_card,5236489487577876,PREPARED,10/27,600,Denmark,countryName
Evelyn Moore,smckenzie@example.net,$#j0YITrmG,+380973765029,GB59KNNQ064090974748,2362.25,UAH,1165.33,2025-02-15 09:27:58,withdrawal,debit_card,676244648306,PREPARED,12/25,471,Saint Martin,countryName
Susan Williams,jesse31@example.net,bdo^Jw@y^4,+380672447136,GB76IGBE016508567593,883.65,USD,4317.03,2025-02-16 02:41:55,transfer,bank_transfer,4527080451840,DEBIT,12/27,545,Malaysia,countryName
Austin Edwards,jessicaclarke@example.net,^(y5VFdwtS,+380995538439,GB74HEZR900073479572,7647.74,EUR,4207.68,2025-01-18 23:53:53,transfer,credit_card,30048460784518,CREDIT,10/25,907,Philippines,countryName
Jennifer Foster,christina48@example.com,C74&Ia$J*%,+380662277500,GB36EZQU462073410957,1207.28,USD,2836.56,2025-03-13 11:11:03,transfer,credit_card,589969257932,PREPARED,07/25,390,Mauritius,countryName
Rachel Odonnell,mary94@example.com,sc3D#uEj+8,+380509070437,GB37ITHB931999744955,2482.34,UAH,154.59,2025-01-24 16:20:37,transfer,debit_card,6565793114388568,PREPARED,06/26,460,Jordan,countryName
James Duarte,toddmartinez@example.com,1_9f8TFkt+,+380968701440,GB08CNLN684661178794,6520.17,UAH,1248.62,2025-03-13 01:46:04,transfer,bank_transfer,4475975454356,CREDIT,03/28,294,Poland,countryName
Eric Smith,boyerpatricia@example.org,0P4T^9tkS%,+380977109883,GB07ZJBN146978949801,7675.72,USD,1181.39,2025-02-23 04:43:13,withdrawal,debit_card,3509702128721629,DEBIT,07/25,379,New Caledonia,countryName
Cindy Miller,robertskaren@example.com,%ilBzPNd6Z,+380992797158,GB07UQOA084391419604,8063.97,USD,1314.7,2025-03-30 00:13:30,deposit,bank_transfer,4264667611961367,CREDIT,05/25,991,Australia,countryName
Charles Quinn,vperry@example.com,ef0PkFb#(4,+380686801326,GB40VWVR003287105191,7730.72,EUR,2218.29,2025-01-11 20:53:20,deposit,credit_card,4899709540158109330,DEBIT,07/28,974,Mauritius,countryName
Angela Burke,pbanks@example.net,%7UN1fdwBf,+380633606825,GB21IHUJ095547964274,7613.86,UAH,1798.61,2025-01-26 21:55:54,deposit,bank_transfer,3573467906188158,CREDIT,01/28,212,Peru,countryName
Jodi Bradford,archermadison@example.net,n7!68OLfBP,+380981438770,GB75ROZA442655919924,1010.07,USD,1004.79,2025-02-18 09:39:23,withdrawal,bank_transfer,4356987538267451,CREDIT,10/25,739,Slovenia,countryName
Samuel Bullock,paulowens@example.net,pb8TY(Bz^k,+380968302435,GB94AXBL176924667401,8987.24,UAH,133.44,2025-02-16 00:07:26,deposit,credit_card,4209166193162070,CREDIT,08/27,329,Namibia,countryName
Brandon Cox,brittany39@example.org,h%6FhP+*PF,+380996019334,GB15YPHK514047095445,2671.16,EUR,2258.84,2025-03-30 04:29:12,withdrawal,credit_card,180043035941550,CREDIT,04/26,256,Palau,countryName
Jonathan Hill,kyle36@example.org,HO4C)y@a^!,+380985954858,GB23YVEF363237154768,9820.08,USD,658.78,2025-03-13 16:39:42,withdrawal,debit_card,3557435263148305,PREPARED,12/28,821,Aruba,countryName
Kelly Clay,earl71@example.net,znz7Io2E%^,+380975369769,GB29NDVK433036845535,8303.08,UAH,3050.89,2025-04-07 12:29:22,transfer,debit_card,30281358003218,DEBIT,08/28,266,Panama,countryName
Richard George,autumnthomas@example.com,+6kE5NKDx+,+380983486034,GB55CGUV421981905657,9948.41,UAH,2323.72,2025-02-26 16:16:31,deposit,debit_card,30547958811733,DEBIT,10/27,471,Costa Rica,countryName
Martin Gates,timothy16@example.net,&17AzdptG5,+380634898298,GB22ZJWH030232979524,9416.18,EUR,2740.56,2025-01-16 12:48:35,transfer,credit_card,4724507491492915,PREPARED,10/27,869,Martinique,countryName
Bruce Anderson,renee27@example.com,Kc2PqG3kV*,+380985402687,GB42MGHH403931006911,3254.15,UAH,2277.75,2025-01-11 15:49:23,deposit,credit_card,587966688489,DEBIT,06/25,338,Mali,countryName
Bonnie Collins,brianmartinez@example.com,fzY3E^V26&,+380937421340,GB24YMCR911036727941,6146.55,UAH,2092.61,2025-03-21 06:14:37,deposit,credit_card,503827174007,DEBIT,03/27,839,Uzbekistan,countryName
Amanda Wright,michaeljohnson@example.com,Ank92U&u+3,+380968308778,GB18QEQP468226581806,4495.96,USD,4727.97,2025-03-23 01:13:29,deposit,credit_card,4686496660350,PREPARED,04/28,224,Korea,countryName
Deborah Morton,pperez@example.net,$6YZcsZMNU,+380957347803,GB70WWFR928256721155,5014.52,EUR,3828.17,2025-02-13 03:48:23,transfer,credit_card,4170201916134850743,PREPARED,01/27,984,Ecuador,countryName
Natalie Brooks,gjohnson@example.net,Cf&FgkfO*9,+380935470636,GB32WOVC270484409399,3600.77,USD,2555.46,2025-04-02 13:31:47,transfer,debit_card,30258218530283,PREPARED,08/27,463,Congo,countryName
Samantha Russell,tommymoreno@example.org,N3hNac+m)),+380951878414,GB54KPRH062794491718,576.42,UAH,2787.05,2025-03-19 19:19:39,deposit,debit_card,346832880424030,CREDIT,03/29,798,Comoros,countryName
Kristen Smith,rodriguezvanessa@example.net,(zkUoqJSF2,+380634257133,GB18CCDQ648257873508,7112.92,USD,1076.2,2025-01-29 01:36:11,withdrawal,credit_card,676303495979,DEBIT,09/25,273,Saint Helena,countryName
Adrienne Alexander,whodges@example.org,%hY3PIc5^9,+380682201703,GB47YOAB560171029242,8992.65,EUR,1312.28,2025-03-27 05:51:21,deposit,bank_transfer,3591052368682043,PREPARED,04/25,433,Cambodia,countryName
Derrick Sanchez,joshua40@example.com,I87vEfNac%,+380986239341,GB10WNPH173590056947,9708.0,USD,48.68,2025-03-18 12:06:12,deposit,bank_transfer,6011067516158402,DEBIT,11/26,824,Cape Verde,countryName
Steven Harris,andrew74@example.org,(49kJh893R,+380953239213,GB04VFVP128183608824,818.44,UAH,48.34,2025-03-04 04:36:41,withdrawal,bank_transfer,6562447877889600,CREDIT,05/27,974,Moldova,countryName
Mark Crawford,qrose@example.com,Gg_3CwKd^%,+380937811368,GB05CUBR069405869744,8556.41,USD,637.18,2025-01-01 08:41:47,deposit,credit_card,213136701687662,CREDIT,01/26,399,Marshall Islands,countryName
Karen Griffin,thomasfrancisco@example.org,a1U$yI#X^6,+380734065070,GB77ONMO797637775770,191.35,UAH,1248.87,2025-01-12 04:29:30,transfer,credit_card,4363907783276,CREDIT,03/29,437,Macao,countryName
Michaela Grant,mitchelljohn@example.net,_DNcZgRPB5,+380677234099,GB16BHXD785107920524,2006.07,EUR,3933.44,2025-01-02 23:55:56,withdrawal,credit_card,3513306395262186,DEBIT,01/28,346,Greece,countryName
Joseph Bennett,michaelwebster@example.org,!L9R8wSmWj,+380974091318,GB09LIKH283898162185,8325.02,EUR,4239.77,2025-04-03 19:02:42,withdrawal,bank_transfer,4393116462244790,PREPARED,09/25,619,United States Minor Outlying Islands,countryName
Ms. Tara Hull,rebecca67@example.com,Ic*6OOkK7(,+380684875402,GB23PEOO704438947468,7811.65,USD,2530.44,2025-04-01 23:01:17,withdrawal,debit_card,5230230157583836,PREPARED,05/26,861,Saint Martin,countryName
Vanessa Moore,rachellindsey@example.org,+qKkI!qr9f,+380674929058,GB70TXUX778634296719,9233.0,USD,3073.3,2025-03-19 07:04:12,transfer,bank_transfer,3563870480028868,CREDIT,03/28,245,Sweden,countryName
Joshua Graham,lewislauren@example.net,lkg6AaKv_d,+380662109019,GB18EUFA466983425911,6056.13,UAH,2199.0,2025-02-25 15:22:04,transfer,bank_transfer,213108566902270,PREPARED,01/26,151,Czech Republic,countryName
Albert Barnes,judith53@example.com,rb90EPjo_p,+380634934257,GB83WSFG837037221370,185.09,EUR,930.55,2025-03-09 07:11:22,transfer,bank_transfer,576771623112,DEBIT,11/25,440,South Georgia and the South Sandwich Islands,countryName
Julia Boyd,qwheeler@example.com,K9&Rsv1v)O,+380632143078,GB22NJYU268016310101,6400.52,UAH,938.28,2025-03-04 09:53:26,transfer,debit_card,213189537918173,DEBIT,05/25,269,Dominica,countryName
Timothy Lynch,michaelevans@example.org,*df9Y7vy4_,+380969305388,GB29IATU486457701664,6739.1,USD,4773.27,2025-01-20 05:29:58,withdrawal,bank_transfer,4529215538811736,DEBIT,01/27,806,Uzbekistan,countryName
Melissa Cannon,walkerkaren@example.net,3!HP0Ksp@Q,+380934284903,GB14RKGD070411045216,9298.09,USD,2698.54,2025-02-07 08:33:47,transfer,debit_card,30088997720270,CREDIT,04/27,415,Dominica,countryName
John Casey,jimenezeric@example.org,J%&L0VPqzn,+380508914548,GB58YCAY047007860401,4252.26,USD,3146.52,2025-03-08 22:09:05,deposit,credit_card,3541624875030626,CREDIT,07/28,249,Sierra Leone,countryName
Jennifer Bailey,sbell@example.net,Xw(QL0Ja*(,+380932684841,GB74LGHL482644799742,5531.12,UAH,569.76,2025-02-09 14:26:58,withdrawal,bank_transfer,676305174390,PREPARED,01/28,808,Christmas Island,countryName
Shawn Bennett,bakervictor@example.com,r7(4lIvkW&,+380983121289,GB17PYVL037208271513,3502.56,UAH,496.71,2025-01-07 14:44:42,deposit,debit_card,374278449836345,CREDIT,11/25,976,Uganda,countryName
Jesse Smith,daniel42@example.org,+(C2jQs_z2,+380984399751,GB18SLKQ930768081141,9747.58,EUR,1433.12,2025-04-02 20:45:54,transfer,debit_card,180085241734394,PREPARED,03/29,547,Iceland,countryName
Stephen Lewis,chad61@example.net,NOtV8p3J&3,+380997036189,GB28NGPK011846406800,8422.39,EUR,166.71,2025-03-10 07:04:19,deposit,credit_card,4194787889948927779,CREDIT,07/25,211,Morocco,countryName
Nathan Sandoval,timothyallen@example.net,*1rGt#&RmY,+380683164815,GB13GESD750025946553,3857.08,EUR,4225.58,2025-01-10 02:43:10,transfer,bank_transfer,6011469674773776,DEBIT,06/25,235,Mozambique,countryName
Alyssa Key,jonathan70@example.com,F&1fUh2!^G,+380672583104,GB13ZRCB830430803698,9082.6,EUR,1324.56,2025-02-28 19:15:57,deposit,credit_card,4486953763129811664,DEBIT,06/28,523,United States Virgin Islands,countryName
Daniel Watson,dudleyrandy@example.org,TmzNSTeF^6,+380684238012,GB37EMDG428439208157,6341.16,USD,2327.58,2025-01-09 07:39:00,withdrawal,credit_card,2588094168402005,PREPARED,01/27,468,Israel,countryName
Heather Ruiz,qharris@example.org,j@1FBYdK%H,+380952703873,GB87UTVV378451928879,4891.39,USD,3272.57,2025-01-06 20:52:54,transfer,bank_transfer,4973354915385,CREDIT,12/26,504,Holy See (Vatican City State),countryName
Ryan Williams,gclark@example.org,%ONN^Fpss5,+380931273034,GB71ONHL155513600349,5586.56,UAH,3320.41,2025-03-06 19:47:10,transfer,bank_transfer,343871439134941,DEBIT,01/28,192,Grenada,countryName
Daniel Reynolds,rasmussenmaria@example.net,&LNTxl4rp1,+380985628419,GB51XFPF711384184385,6062.39,USD,1727.23,2025-03-11 02:28:23,withdrawal,bank_transfer,4253181068270930331,CREDIT,01/28,258,Grenada,countryName
John Sanchez,robert67@example.org,&2wNo0bJ#Q,+380954167694,GB69EGTH913058311315,5809.44,EUR,1737.15,2025-01-17 23:51:03,withdrawal,credit_card,343439450988775,PREPARED,10/28,920,Korea,countryName
Brandon Rodriguez,berrypatricia@example.org,*zMrblH!(7,+380937295734,GB67JASJ018087488032,8625.16,USD,4985.7,2025-03-24 07:56:53,deposit,credit_card,3570924995451924,CREDIT,06/25,156,Jersey,countryName
Victoria Jones,jenniferjuarez@example.com,$9D1#%cylQ,+380975784111,GB52SSZG918458622503,4503.37,UAH,578.21,2025-02-25 12:27:48,transfer,bank_transfer,3508450589263175,CREDIT,03/27,386,United States Minor Outlying Islands,countryName
Roger Cobb,aprilclay@example.org,+4Z*0BWr*M,+380981510372,GB89TPRY246695654422,9077.84,USD,3764.54,2025-01-07 05:18:16,transfer,bank_transfer,4736778983565685882,PREPARED,07/26,483,Colombia,countryName
Derek Long,huffmandaniel@example.com,101ALDsP1^,+380685419587,GB14CMVA361895805561,1916.29,UAH,3047.76,2025-03-19 03:49:12,withdrawal,debit_card,340177816164573,CREDIT,05/28,719,Mozambique,countryName
Nancy Nelson,joseph68@example.net,o8+w8VbY4*,+380667606349,GB91KRZO001819473820,8694.84,USD,1222.49,2025-02-17 19:51:43,deposit,credit_card,3513061976774501,PREPARED,06/25,158,Sudan,countryName
Donald Lee,yweaver@example.net,(z5%NC^qg+,+380682337505,GB96DUBM831557026886,9051.63,UAH,3111.74,2025-02-25 16:59:55,transfer,bank_transfer,30491160732488,CREDIT,03/26,273,Timor-Leste,countryName
Michael Decker,watersbruce@example.net,5MSl9cxPm_,+380503463987,GB70GJQK625345381218,6944.9,USD,2055.01,2025-02-17 06:41:06,withdrawal,bank_transfer,36761306174694,CREDIT,03/28,840,Germany,countryName
Miranda Escobar,hamiltonsteven@example.com,hk3JUSyP_a,+380635955340,GB03VAZT778883590004,5755.4,UAH,685.77,2025-01-22 02:19:12,transfer,debit_card,340104261340631,PREPARED,03/29,562,Senegal,countryName
Thomas Mack,edwinchavez@example.com,0&4Fj_B_!F,+380635093641,GB10HUBH019117098077,1515.79,EUR,3839.3,2025-03-15 17:55:41,deposit,debit_card,4195034999754654,DEBIT,06/26,576,French Polynesia,countryName
Fernando Rodriguez,tabithasingh@example.com,Y4OBJ$gt*i,+380501930283,GB74KJOI738989339457,1993.75,EUR,4565.79,2025-02-11 07:21:05,transfer,credit_card,6011994138525389,PREPARED,10/26,832,Sao Tome and Principe,countryName
Lindsey Anderson,harold83@example.com,#4g0glp7VO,+380976478742,GB95HAGY935689005851,9440.42,EUR,1671.91,2025-01-02 13:56:00,withdrawal,bank_transfer,30265908096665,CREDIT,07/28,140,Monaco,countryName
Steve Mcneil,valvarado@example.org,4HZ@CJQt*n,+380976060730,GB89HOEU100446695510,9242.7,EUR,850.87,2025-01-01 13:11:27,withdrawal,credit_card,4614157357736204792,PREPARED,05/26,488,Costa Rica,countryName
Lauren Wright,justincaldwell@example.org,q)8CBMjgcG,+380739736653,GB57QHDK082683545132,8754.96,UAH,3181.85,2025-02-01 08:05:19,deposit,credit_card,371640584375301,CREDIT,08/25,361,Tonga,countryName
Brooke Frazier,amanda85@example.net,EoG@1#St*e,+380732884144,GB36SJHC754027684079,4332.63,USD,2652.76,2025-01-20 08:37:47,transfer,bank_transfer,3544202927324748,PREPARED,11/27,474,South Africa,countryName
John Miller,lindabrooks@example.org,9#8SL6mh^&,+380991146004,GB06MHDH727387715284,1832.94,EUR,1905.09,2025-03-20 12:23:35,withdrawal,debit_card,2287214078444244,PREPARED,01/28,158,Panama,countryName
Nicholas Miller,anitasuarez@example.com,CrHV75Tq!D,+380636071047,GB70UDKJ727056214698,6814.27,EUR,3323.98,2025-04-04 00:48:21,transfer,credit_card,639095760364,PREPARED,03/28,781,Northern Mariana Islands,countryName
Michael Hall MD,robinclark@example.net,D7EcaCqh_1,+380685976887,GB18OYAP291235671075,4567.71,EUR,4302.45,2025-02-04 14:10:50,deposit,debit_card,3588704299800038,CREDIT,02/28,317,Greece,countryName
Lori Thomas,gonzalezlisa@example.net,QG4h6rhtA(,+380675308932,GB16OWEZ870053693709,589.22,UAH,2813.44,2025-03-11 17:44:03,withdrawal,debit_card,4660929052444,PREPARED,01/26,433,Panama,countryName
Andrew Flores,mackenzie67@example.net,(^v5UyPnt2,+380632663004,GB70DLUT539902879789,6955.44,USD,3897.2,2025-02-03 01:43:11,withdrawal,bank_transfer,5497135276357467,DEBIT,08/25,681,Malta,countryName
Patrick Norman,smithkristen@example.net,$K@8p1Yzh+,+380988807749,GB03WBVA572954195339,5831.78,UAH,3296.22,2025-01-14 22:13:50,withdrawal,credit_card,630411197142,CREDIT,08/27,371,Netherlands Antilles,countryName
Joseph Jackson,melissacallahan@example.net,moJvBj3H(4,+380508931563,GB91WDLN134103757366,9895.12,UAH,4314.35,2025-01-07 13:55:49,deposit,credit_card,2238435921240154,PREPARED,09/26,749,Kyrgyz Republic,countryName
Paul Taylor,mjackson@example.org,97pUDZzR!2,+380931551215,GB66KDYD428223407269,6940.77,EUR,3250.83,2025-02-10 06:42:25,transfer,credit_card,180000529199657,PREPARED,10/25,772,Argentina,countryName
William Campbell,wadehenry@example.net,I8BnrfkS$4,+380681288950,GB71TUZF723149659715,6736.6,EUR,2189.94,2025-01-14 13:19:25,deposit,bank_transfer,3577641514822491,PREPARED,03/29,573,Tanzania,countryName
Amanda Rush,shariparker@example.org,jmI4UJ#vZ@,+380991283413,GB41ONAB466588940500,9239.94,UAH,245.88,2025-03-15 07:16:58,deposit,debit_card,676122592667,CREDIT,06/27,420,French Southern Territories,countryName
Jeffrey Brown,njohnson@example.org,+*3)dL9jKP,+380638720049,GB98BDLQ678659201802,2098.8,UAH,1266.58,2025-03-16 11:39:52,withdrawal,bank_transfer,30295162574578,DEBIT,08/26,322,Romania,countryName
Christina Gonzalez,william90@example.org,a1L#KBtm*#,+380685606661,GB81QGFX138643306823,1313.67,EUR,924.01,2025-02-25 09:17:47,transfer,bank_transfer,4522023765574006334,PREPARED,08/28,128,Dominican Republic,countryName
Sarah Hunt,quinnjessica@example.net,IY10ZdqfO^,+380502903437,GB77MBVF926946239023,3478.29,USD,163.98,2025-03-25 15:51:57,deposit,bank_transfer,501897011596,PREPARED,06/28,472,Angola,countryName
Katelyn Sanchez,jennifer92@example.org,3t#CTEX4&8,+380994128416,GB37RBPC904929982348,9329.84,USD,234.94,2025-04-01 23:10:39,transfer,credit_card,3575182468273672,CREDIT,01/26,873,Central African Republic,countryName
Lisa Keith,chammond@example.com,%WAnBAh83@,+380679861458,GB84YKGX737703491509,8518.36,USD,2697.18,2025-03-11 23:25:40,transfer,debit_card,2704099908015883,DEBIT,06/27,135,Eritrea,countryName
Nicholas Hernandez,timothyanderson@example.org,$4GIrroZ&y,+380951148474,GB34NWYK563362849922,1711.38,USD,1702.94,2025-01-11 02:51:06,deposit,bank_transfer,5441713608273409,CREDIT,12/27,314,Sao Tome and Principe,countryName
Cristina Pacheco,dstephens@example.net,)xuaQ^6d3m,+380639788400,GB94PPPN473207527179,1728.81,EUR,22.01,2025-01-27 15:21:07,transfer,credit_card,5123918628793022,CREDIT,01/29,153,Wallis and Futuna,countryName
Randall Walker,john50@example.org,oq!9TgbE3i,+380502224312,GB38LHEU436617774021,1220.67,USD,287.1,2025-03-20 22:40:14,withdrawal,bank_transfer,213114755944743,PREPARED,09/27,115,Togo,countryName
Billy Stewart,bgomez@example.net,j*a5CdatBZ,+380688215900,GB08HYKO417247263690,7963.52,USD,4265.31,2025-01-19 06:46:19,deposit,debit_card,4836182058043,PREPARED,02/28,161,Turks and Caicos Islands,countryName
Dominique Foley,jimenezamy@example.net,*EIq4HPu!+,+380684201200,GB84HRHP156050924513,9633.57,UAH,2945.85,2025-02-26 19:07:28,deposit,bank_transfer,5542662573286656,PREPARED,12/28,568,Congo,countryName
Kerry Terrell,jason16@example.net,&$$2DJGxHQ,+380952965852,GB29OFDY430198699685,4691.08,USD,3846.12,2025-02-07 04:04:55,withdrawal,credit_card,6011956195930711,CREDIT,12/25,368,Svalbard & Jan Mayen Islands,countryName
Robert Glenn,agreen@example.com,!A%_Xwmk4N,+380936199351,GB36NPKX502230592905,755.58,EUR,3475.89,2025-02-02 08:17:01,transfer,credit_card,4738708203899,PREPARED,07/25,610,Indonesia,countryName
Sarah Frey,arodriguez@example.com,oNGZ%8Imm!,+380993151454,GB19IMNR881008633842,7007.31,UAH,4175.14,2025-03-11 04:07:54,transfer,credit_card,4283912781749466,PREPARED,12/25,819,Sao Tome and Principe,countryName
Micheal Thompson,john86@example.com,_+6bCxyhSn,+380501675910,GB69WKRQ443766589669,6534.36,USD,1538.27,2025-02-24 21:49:12,deposit,credit_card,4640436766694,CREDIT,02/28,554,Hungary,countryName
Aaron Harper,amy63@example.com,(FXmJl91N4,+380965583607,GB62GJBF051892580353,7588.0,UAH,1159.95,2025-03-05 04:18:58,withdrawal,credit_card,4553270392609188,DEBIT,02/28,785,Venezuela,countryName
Marc Baker,smithjessica@example.net,#@1PfkKg8s,+380993632421,GB85PGFS796237003952,7898.28,UAH,4069.2,2025-01-02 22:28:51,withdrawal,bank_transfer,3526783646109959,DEBIT,08/26,966,New Caledonia,countryName
Eric Hancock,elizabeth21@example.com,AI8$R+Lc+G,+380681684581,GB37RCOL222958559381,783.9,UAH,1872.24,2025-03-04 01:54:34,withdrawal,debit_card,4171903054330397472,PREPARED,12/26,356,Vanuatu,countryName
Brandon Smith,danielpierce@example.org,3!S#3ggm)h,+380978334660,GB68XPZT214649498819,2191.48,USD,2364.52,2025-01-18 00:03:22,deposit,bank_transfer,373435433906242,PREPARED,09/27,204,Tunisia,countryName
Julie Curry,donnawashington@example.org,FwF3qWy)#),+380956923103,GB92FJCW537966560564,9446.97,UAH,4267.03,2025-03-07 00:46:25,deposit,bank_transfer,3540690269447784,DEBIT,09/26,873,Brazil,countryName
Robert Williams,ericmorrison@example.net,^1sJG$fd0c,+380956149003,GB49LIAO464112467662,460.32,EUR,2029.92,2025-03-15 07:03:59,withdrawal,debit_card,2578944892670255,CREDIT,04/27,327,Portugal,countryName
Kathryn Peters,ocarpenter@example.org,C&$2MKUmtu,+380982912036,GB34SBLB064828591561,7784.96,USD,219.04,2025-01-09 18:03:34,deposit,debit_card,569930385368,PREPARED,08/27,494,Sri Lanka,countryName
